epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.68,0.86,0.94,0.98,0.68,0.68,0.2866666666666666,0.86,0.18799999999999997,0.94,0.09799999999999998,0.98,0.7881666666666667,0.8353412564069735,0.789219298245614,0.68,0.86,0.94,0.98,0.68,0.68,0.2866666666666666,0.86,0.18799999999999997,0.94,0.09799999999999998,0.98,0.7881666666666667,0.8353412564069735,0.789219298245614
